Rule,Criteria,Trigger Functions,Trigger Rules,Text,Options,Query All Concept,Query Best Concept,Query Rand Best Concept,Query Old Best Concept,Apply Facts
SA08GMarauderBaseScareOption,concept: SA08GMarauderBaseDispatch,,,,Intimidate it: SA08GMarauderBaseIntimidate,,,,,
SA08GMarauderBaseRaidOption,"concept: SA08GMarauderBaseDispatch, player_SECURITY_OFFICER_alive: true",,,,Order Walker to raid it: SA08GMarauderBaseRaid,,,,,
SA08GMarauderBaseIntimidate,"concept: optionSelected, option: SA08GMarauderBaseIntimidate",decreaseCharacterStandingBy25: SECURITY_OFFICER,,,,,,SA08GMarauderBaseIntimidateDispatch,,
SA08GMarauderBaseIntimidateSuccess,concept: SA08GMarauderBaseIntimidateDispatch,addRandomRewardWithFlair: LOW,,"The process of intimidation begins as your starship enters visual range of the base. Following a dozen stern threats transmitted by Comms, the base agrees to drop valuable articles in return for being spared. Crew sheepishly pick up the merchandise. Your starship accelerates to flank before the marauders can try anything. Comms is complimented for the performance.",Leave: defaultHardLeave,,,,,
SA08GMarauderBaseIntimidateFailure,concept: SA08GMarauderBaseIntimidateDispatch,addHullStressWithFlair: 10,,"The process of intimidation begins as your starship enters visual range of the base. Despite a dozen stern threats transmitted by Comms, the base deploys a salvo of millennia-old anti-engine missiles - one slams into your starship before it promptly withdraws. Comms apologises for the performance.",Leave: defaultHardLeave,,,,,
SA08GMarauderBaseRaid,"concept: optionSelected, option: SA08GMarauderBaseRaid","addRandomRewardWithFlair: LOW, addHullStressWithFlair: 5, increaseCharacterStandingBy25: SECURITY_OFFICER",,"Two transports containing marine fireteams travel to the base, supported by suppression fire from your starship. A raid with the express purpose of plunder is carried out successfully - and giddily - with little casualties. Your starship is hit by shrapnel from failed marauder weaponry throughout the missions departure, contact and return, but the damage is superficial.",Leave: defaultHardLeave,,,,,
,,,,,,,,,,
SA_01StarRing,"concept: SA_PortalResponse, player_in_ABYSS_region: true, player_FIRST_OFFICER_alive: true, SA_01StarRingPREV: false",openDialog: null,SAApproachMessage,The helmsman on duty claims to have found an 'anomaly' while performing a passive sensor sweep.,Order a closer analysis: SA_01StarRingContinue,,,,,SA_01StarRingPREV: true
SA_01StarRingContinue,"concept: optionSelected, option: SA_01StarRingContinue",addValueWithFlair: 10000,,"Upon further analysis, you are presented with several sets of information. All of the data depicts the same 'anomaly': a set of eight identical stars equidistant in a circular orbit around another identical star. ""Humans will never go there,"" Rui decides after gazing at the details for a few moments, ""the chances with Arata's theorem are too low, and it's too far away for conventional travel. Besides, we are all too horrified of the forces at play above our own heads."" You have the data stored.",Leave:defaultHardLeave,,,,,
,,,,,,,,,,
SA_02NavBuoy,"concept: SA_PortalResponse, player_in_CORE_or_FRONTIER_region: true",openDialog: null,SAApproachMessage,"A navigation buoy is detected. These small spherical devices are dropped by passing starships to communicate danger or to simply uphold the tradition of doing so. Powered by the prolonged half life of specific radioactive isotopes, they can blare waves of information into space for thousands of years.","Investigate: SA_02NavBuoyContinue, Leave: defaultSoftLeave",,,,,
SA_02NavBuoyContinue,"concept: optionSelected, option: SA_02NavBuoyContinue",getNavBuoyOutcomeWithFlair: $seed,,,Leave:defaultHardLeave,,,,,
,,,,,,,,,,
SA03SeederShipResponse,"concept: SASeederShipDispatch, player_SECURITY_OFFICER_alive: true",,,"A faint dot is visible on thermals, deep in the ships substructure. Your leading salvors interpret this as a sign that the ship has valuable, functioning technology which could be ransacked.",Strip it: SA03SeederShipStrip,,,SASeederShipAuxiliaryMessage,,
SA03SeederShipStrip,"concept: optionSelected, option: SA03SeederShipStrip",,,"Rhythmic thumping is heard by the salvage team, deep in the ships Commons. You are informed by the lead salvor shortly after the effort commences. “$random_name was about to depressurise the department, but felt the vibrations while skidding across the wall,” you are told by the Chief, “it’s anyones’ guess as to what is behind that hatch - with the hotspot and all. Depressurisation could break something as much as it could preserve something. Your call, $player_prefix_lower.” The team awaits your command, while the thumping continues.","Continue with the depressurisation: SA03SeederShipDepressurise, Enter the compartment: SA03SeederShipEnter",,,,,
SA03SeederShipDepressurise,"concept: optionSelected, option: SA03SeederShipDepressurise",addRandomRewardWithFlair: LOW,,"You order the effort to continue and the compartment is promptly vented of oxygen. You watch through the viewscreen as the hatch is forced open, revealing a massive hub with branching connections to the lower class living and working facilities of the ship. It is quickly discovered that tens of bodies lie on the floor of the hall, and that they are in pristine condition. Salvage personnel find vast hydroponics arrays that allowed the delicate civilisation, and atmosphere, to function for far longer than the ship that carried them. It is apparent that depressurising the compartment unknowingly caused an extremely fast and quiet genocide - the effort progresses regardless, and numerous useful articles are found in the vacuum.",Leave: defaultHardLeave,,,,,
SA03SeederShipEnter,"concept: optionSelected, option: SA03SeederShipEnter",,,,,,,SA03SeederShipEnterDispatch,,
SA03SeederShipEnterResponseA,concept: SA03SeederShipEnterDispatch,removeMoraleWithFlair: 5,,"You order a scouting run of the compartment. You watch through the viewscreen as a swiftly gathered survey party assembles a bubble over the hatch, and four persons enter it. A massive hub with branching connections to the lower class living and working facilities of the ship is revealed as the hatch is forced open. The party quickly stops in shock as a number of people walking around the plaza come into view. You lean in towards the display. The ships original inhabitants alive, despite all odds? Recent squatters? Your questions are snuffed out as locals begin running, and a foreign weapon is raised. Within fifteen seconds of silent visual, the scouting team is dead.","Order Walker to lead an away team: SA03SeederShipAExpeditionWalker, Recall: SA03SeederShipARecall",,,,,
SA03SeederShipAExpeditionWalker,"concept: optionSelected, option: SA03SeederShipAExpeditionWalker",killCharacterWithFlair: SECURITY_OFFICER,,"An evacuation of the seeder ship is momentarily issued. Walker and a few unprepared and poorly equipped fireteams transport to an airlock closest to the Commons, and disembark just as the first salvage personnel arrive. Posts are taken to protect the evacuees. The Bridge explodes with radio transmissions as people with ancient arms and masks begin attacking the security force. Crew are awoken to direct combat information as Walker decides to start retreating to the transport. Thirty minutes later, the evacuation is successful - but a handful of security personnel, including Walker, are dead.",Leave: defaultHardLeave,,,,,
SA03SeederShipARecall,"concept: optionSelected, option: SA03SeederShipARecall",removeMoraleWithFlair: 25,,"An evacuation of the seeder ship is momentarily issued. Salvage personnel converge upon transports docked around the outer hull of the behemoth. Soon after the order commences, people with ancient arms and masks begin attacking the salvors, and they retaliate with light arms. Thirty minutes later, the transports detach. The evacuation is a failure, with an unacceptable proportion of the salvage team killed in the process.",Leave: defaultHardLeave,,,,,
SA03SeederShipEnterResponseB,concept: SA03SeederShipEnterDispatch,addMoraleWithFlair: 10,,"You order a scouting run of the compartment. You watch through the viewscreen as a swiftly gathered survey party assembles a bubble over the hatch, and four persons enter it. A massive hub with branching connections to the lower class living and working facilities of the ship is revealed as the hatch is forced open. The party quickly stops in shock as a number of people walking around the plaza come into view. You lean in towards the display. The ships original inhabitants alive, despite all odds? Recent squatters? Your questions continue as the team begins talking, eventually to an important looking man who, on approach, has distance made for him. The lead salvor soon relays a message from the scouting team - the lady wants to speak to ‘whoever is in charge’. ",Lead an away team: SA03SeederShipBExpeditionA,,,,,
SA03SeederShipBExpeditionA,"concept: optionSelected, option: SA03SeederShipBExpeditionA",,,"(UNFINISHED EVENT) You, Security Officer Walker and a fireteam (on his request) board the ship. The leader of the civilisation greets you and asks you to follow him",Walk: SA03SeederShipBExpeditionB,,,,,
SA03SeederShipBExpeditionB,"concept: optionSelected, option: SA03SeederShipBExpeditionB",,,"(UNFINISHED EVENT) You are led to a communal space and sit down. The leader states that the outside world had become myth to the Commons, and asks you how many years of travel it took for you to arrive, and you have to explain that wormhole travel exists now. The leader is very disgruntled by this. Walker provides a tablet prepared with general information regarding the new era, and the leader begins to read.",Wait: SA03SeederShipBExpeditionC,,,,,
SA03SeederShipBExpeditionC,"concept: optionSelected, option: SA03SeederShipBExpeditionC",,,"(UNFINISHED EVENT) The leader finishes reading and suggests that you take his people with you in exchange for use of the seeder ships resources. You know there’s nothing stopping you from just taking, that your crew would be upset about space being taken by these people, and the Commoners might be upset about having to wait for another ship to pick them up. (Be more vague - the player should figure this stuff out. It doesn’t have to be spelled out for them)","Accept: SA03SeederShipBAccept, Reject: SA03SeederShipBReject, Reject and ransack the ship anyway: SA03SeederShipBRansack",,,,,
SA03SeederShipBAccept,"concept: optionSelected, option: SA03SeederShipBAccept","removeMoraleWithFlair: 25, removeHullStressWithFlair: 15, superchargeForJumpsWithFlair: 2, discoverRandomBodyWithFlair: null",,(UNFINISHED EVENT),,,,,,
SA03SeederShipBReject,"concept: optionSelected, option: SA03SeederShipBReject","removeMoraleWithFlair: 5, addValueWithFlair: 5000",,(UNFINISHED EVENT),,,,,,
SA03SeederShipBRansack,"concept: optionSelected, option: SA03SeederShipBRansack","removeMoraleWithFlair: 25, addValueWithFlair: 25000",,(UNFINISHED EVENT),,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
# special anomalies and special systems,,,,,,,,,,
SpA_SentientAsteroidTheorised,"concept: theorisedBody, type: CUSTOM, custom_tag: SpA_SentientAsteroid",openDialog: null,,"(UNFINISHED EVENT) Called over by staff on bridge as a contact confirmed (theorised) in the last scan is moving via some kind of propulsion system, despite being an asteroid. Decide to chase it down. Message should be written so the player assumes that they have to FOLLOW the contact, rather than orbit it. ""We need to get very close""",Go to flank speed: defaultLeave,,,,,
SpA_SentientAsteroidFollowing,"concept: followingBody, type: CUSTOM, custom_tag: SpA_SentientAsteroid, custom_available: true",openDialog: null,,"(UNFINISHED EVENT) Get close to the asteroid. Deliberate as to whether to let it be or to send someone sufficienciently qualified (if available) over to get a sample. ""If someone sufficiently qualified was on the ship...""","Collect telemetry data from afar: SpA_SentientAsteroidDefaultExpedition, Leave: defaultSoftLeave",populateSpA_SentientAsteroidOptions,,,,
SpA_SentientAsteroidFebrisExpeditionOption,"concept: populateSpA_SentientAsteroidOptions, player_MEDICAL_OFFICER_alive: true",,,,Order Febris to lead an expedition - we need a surface sample: SpA_SentientAsteroidFebrisExpedition,,,,,
SpA_SentientAsteroidFebrisExpedition,"concept: optionSelected, option: SpA_SentientAsteroidFebrisExpedition",,,,,,,SpA_SentientAsteroidFebrisExpeditionDispatchResponse,,
SpA_SentientAsteroidFebrisExpeditionResponseSuccess,concept: SpA_SentientAsteroidFebrisExpeditionDispatchResponse,addValueWithFlair: 25000,,(UNFINISHED EVENT) Febris successfully extracts a sample from the asteroid. You order a recall.,Leave: defaultHardLeave,,,,,
SpA_SentientAsteroidFebrisExpeditionResponseFailure,concept: SpA_SentientAsteroidFebrisExpeditionDispatchResponse,"addValueWithFlair: 5000, killCharacterWithFlair: MEDICAL_OFFICER",,(UNFINISHED EVENT) Febris dies. You order a recall.,Leave: defaultHardLeave,,,,,
SpA_SentientAsteroidDefaultExpedition,"concept: optionSelected, option: SpA_SentientAsteroidDefaultExpedition",addValueWithFlair: 2500,,(UNFINISHED EVENT) default expedition,Leave: defaultHardLeave,,,,,
,,,,,,,,,,
enteringSystemMessage,concept: enteringSystemMessage,,,Your ship enters the system.,,,,,,
enteringSystemCivilized,"concept: enteringSystem, system_civilized: true",categoryClear: clearEnterCivilizedSystem,,,,,,,,
enteringSystemVoid,"concept: enteringSystem, special_system_classification: VOID",openDialog: null,enteringSystemMessage,"As transit is completed, you are flagged by the senior LIDAR technician. He explains that the display is ‘suspiciously clear’ - there are no asteroids, no dust, no particles, no cosmic whirlwinds of material floating through the empty within the new star system. Matter is ejected from its host star normally, yet the residue produced suggests that the star did not exist a mere five minutes prior. The host star, and its three wormholes, stand as survivors to some great voiding, or newborns to some great creation.",Proceed cautiously: defaultLeave,,,,,
enteringSystemCME,"concept: enteringSystem, system_hazard_classification: CORONAL_MASS_EJECTION, enteringSystemCME_PREV: false",openDialog: null,enteringSystemMessage,"A post-transit checklist reveals that the primary star in-system is highly unstable. Closer observation depicts the telltale signs of an upcoming coronal mass ejection: a localized decrease in high-energy EM emissions, the presence of eruptive prominences and an uptick in solar flares. As EUV wave outflow begins to rise, navigation gets to work calculating the time permitted before the next ejection - you resign yourself to the fact that your ship will suffer damage to its electrical grid if not elsewhere by the initial acceleration.",Proceed hastily: defaultLeave,,,,,enteringSystemCME_PREV: true
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
# tutorials,,,,,,,,,,
tutorialPlayerStart,concept: tutorialPlayerStart,"_TUTORIALSetIngressOverride: true, _TUTORIALSetOmissionOverride: true, _TUTORIALSetWindowTutorials: true, categoryActive: tutorialPrePreludeTheorise",,,,,,,,"tutorialPreludeOrbitingPREV: false, tutorialIngressOrbitingPREV: false"
,,,,,,,,,,
tutorialPreludeTheorised,"concept: theorisedBody, type: PLANET, name: Prelude, tutorial: true","objectiveSuccess: tutorialMarkPrelude, categoryActive: tutorialPrePreludeOrbit",,,,,,,,
,,,,,,,,,,
tutorialPreludeOrbitingPortal,"concept: orbitingBody, type: PLANET, name: Prelude, tutorial: true",,,,,,tutorialPreludeOrbitingPortalResponse,,,
tutorialPreludeOrbiting,concept: tutorialPreludeOrbitingPortalResponse,"objectiveSuccess: tutorialDiscoverPrelude, categoryActive: tutorialPrePreludeFollow",,,,,,,,tutorialPreludeOrbitingPREV: true
tutorialPreludeOrbitingCancel,"concept: tutorialPreludeOrbitingPortalResponse, tutorialPreludeOrbitingPREV: true",,,,,,,,,
,,,,,,,,,,
tutorialPreludeFollowingPortal,"concept: followingBody, type: PLANET, name: Prelude, tutorial: true, planetary_anomaly: true, planetary_anomaly_available: true",,,,,,tutorialPreludeFollowingPortalResponse,,,
tutorialPreludeFollowing,concept: tutorialPreludeFollowingPortalResponse,"openDialog: null, _TUTORIALSetIngressOverride: false, objectiveSuccess: tutorialFollowPrelude, categoryActive: tutorialPreIngressTheorise",defaultApproachMessage,It quickly becomes evident that a particular polewards crater on the planet’s surface was once inhabited by humans. The hemisphere contains an abandoned research settlement - a self-sufficient Late Proliferation era modular maze. What kind of study took place within can only be ascertained by closer inspection. The crater lies dormant.,Scout for salvage:tutorialPreludeFollowingContinueA,,,,,tutorialPreludeFollowingPREV: true
tutorialPreludeFollowingContinueA,"concept: optionSelected, option:tutorialPreludeFollowingContinueA",addValueWithFlair: 5000,,"Salvage teams report that the settlement was oriented towards the development of faster space travel technology. Communes like these were extremely commonplace throughout the Late Proliferation Period due to a desire to break free from the restrictions of seeder ships. According to the settlements mainframe, a few experiments were attempted: antimatter drives, space-time fault exploitation and inertialess engines. None of the projects worked, but from a historical perspective, it is surprising how close they came to doing so. Due to a lack of human bodies, it can be assumed that the settlement came to an end along with whatever entrepreneurial sleeper was funding it, and the settlements inhabitants simply left after a few generations of waiting for the final seeder ship to arrive. You have the data stored, hoping that at least some of it isn't redundant. ",Leave:defaultHardLeave,,,,,
tutorialPreludeFollowingPlotCancel,"concept: tutorialPreludeFollowingPortalResponse, tutorialPreludeOrbitingPREV: false",openDialog: null,defaultApproachMessage,"The helmsman on duty requests an orbital trajectory, citing the dangers of getting 'so close' before preliminary scans have been made. ",Enter orbit:defaultLeave,,,,,
,,,,,,,,,,
tutorialIngressTheorised,"concept: theorisedBody, type: WORMHOLE, name: Ingress, tutorial: true","_TUTORIALSetOmissionOverride: false, objectiveSuccess: tutorialMarkIngress, categoryActive: tutorialPreIngressOrbit",,,,,,,,
,,,,,,,,,,
tutorialIngressOrbitingPortal,"concept: orbitingBody, type: WORMHOLE, name: Ingress, tutorial: true",,,,,,tutorialIngressOrbitingPortalResponse,,,
tutorialIngressOrbiting,concept: tutorialIngressOrbitingPortalResponse,"objectiveSuccess: tutorialDiscoverIngress, categoryActive: tutorialPreIngressFollow",,,,,,,,tutorialIngressOrbitingPREV: true
tutorialIngressOrbitingCancel,"concept: tutorialIngressOrbitingPortalResponse, tutorialIngressOrbitingPREV: true",,,,,,,,,
,,,,,,,,,,
tutorialIngressFollowingPortal,"concept: followingBody, type: WORMHOLE, name: Ingress, tutorial: true",,,,,,tutorialIngressFollowingPortalResponse,,,
tutorialIngressFollowing,concept: tutorialIngressFollowingPortalResponse,"openDialog: null, setImage: wormhole.png",defaultApproachMessage,"The wormhole glows a dull purple; its surface depicts the space around another star. Anti-protons are ejected in thin flux ropes, but no sooner snatched back into the distortion. Instruments go haywire as your starship approaches.",Enter the wormhole:tutorialIngressEnterCarry,,,,,tutorialIngressFollowingPREV: true
tutorialIngressEnterCarry,"concept: optionSelected, option: tutorialIngressEnterCarry","closeDialog: null, _TUTORIALEnterIngress: null, objectiveSuccess: tutorialFollowIngress, categoryActive: tutorialPreTomoSewiFollow",,,,,,,,
tutorialIngressFollowingCancel,"concept: tutorialIngressFollowingPortalResponse, tutorialIngressFollowingPREV: true",,,,,,,,,
tutorialIngressFollowingPlotCancel,"concept: tutorialIngressFollowingPortalResponse, tutorialIngressOrbitingPREV: false",openDialog: null,defaultApproachMessage,"The helmsman on duty looks exasperated. ""Captain, I apologise,"" he begins, ""but I was under the impression that we would first enter orbit."" He pauses to steady himself. ""We have not completed all of the calculations - if we enter the wormhole now, the ship will get torn apart.""",Enter orbit:defaultLeave,,,,,
,,,,,,,,,,
tutorialOmissionTheorisedCancel,"concept: theorisedBody, type: PLANET, name: Omission, tutorial: true",,,,,,,,,
tutorialOmissionOrbitingPortal,"concept: orbitingBody, type: PLANET, name: Omission, tutorial: true",,,,,,tutorialOmissionOrbitingPortalResponse,,,
tutorialOmissionOrbiting,concept: tutorialOmissionOrbitingPortalResponse,,,,,,,,,tutorialOmissionOrbitingPREV: true
tutorialOmissionOrbitingCancel,"concept: tutorialOmissionOrbitingPortalResponse, tutorialOmissionOrbitingPREV: true",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
tutorialPreTomoSewiMessage,concept: tutorialPreTomoSewiMessage,,,"Your first officer, Rui, approaches you on the Bridge. ""$player_prefix"" he says, ""we are expected at [color=yellow]Tomo Sewi Locus[/color]. I suggest we make haste - the crew deserves shore leave.""",,,,,,
tutorialPreAnteMessage,concept: tutorialPreAnteMessage,,,"Your first officer, Rui, approaches you on the Bridge. ""By being here, we are in violation of direct orders to rendezvous at [color=yellow]Ante[/color] for our briefing. We need to move, $player_prefix_lower. As soon as possible.""",,,,,,
,,,,,,,,,,
tutorialArataMessageApproach,concept: tutorialArataMessageApproach,,,"Arata was originally nothing more than a frozen rock hurtling through the void. It was the first planet settled in Suno due to an unwillingness to upset the natural balance of nearby Ante, and was done so over thousands of years with seeder ships. The planet later became the site of the Arata supercomputer, whose space-time fault prediction theorem paved the path for Modern Era wormhole travel. Following the destruction of the supercomputer thereof during the Great Scare, the planet did not falter as a cultural and technological hub, with billions of inhabitants and several groundbreaking research institutions persisting despite the loss. Recently, a paranormal narrative has gripped the frozen valleys and peaks, with many claiming to hear the once common rhythmic whirring of the Arata supercomputer in just about any digital device - a planetwide 'haunting' by the lost saviour.",,,,,,
tutorialArataFollowingPortal,"concept: followingBody, type: PLANET, name: Arata, tutorial: true","openDialog: null, playMusic: arata.wav","defaultApproachMessage, tutorialArataMessageApproach",,Leave:defaultLeave,,tutorialArataPortalDispatch,,,
tutorialArataResponseValid,concept: tutorialArataPortalDispatch,,,,,,,,,
tutorialArataResponsePlotA,"concept: tutorialArataPortalDispatch, tutorialTomoSewi_PREV: false",,tutorialPreTomoSewiMessage,,,,,,,
tutorialArataResponsePlotB,"concept: tutorialArataPortalDispatch, tutorialAnte_PREV: false",,tutorialPreAnteMessage,,,,,,,
,,,,,,,,,,
tutorialTomoSewiMessageApproach,concept: tutorialTomoSewiMessageApproach,,,"[i]$name[/i] establishes communications. It is a goliath port, far removed from its humble origins as a mere satellite. Built coincident with the first cities of Arata, while resting in high orbit above its adversary, Tomo Sewi is perhaps the most important station in the Universe for the educated. Its role in carefully and meticulously preserving the biosphere of Ante is paramount for every profession dwindling in importance as humans live increasingly in the heavens. At any given time, there are thousands of 'atmosphere stabilization experts' and 'atmosphere trend analysts' employed aboard.",,,,,,
tutorialTomoSewiFollowingPortal,"concept: followingBody, type: STATION, name: Tomo Sewi Locus, tutorial: true","openDialog: null, setImage: station_STANDARD.png, playMusic: tomo_sewi_locus.wav","stationApproachMessage, tutorialTomoSewiMessageApproach",,Leave:defaultLeave,,tutorialTomoSewiPortalDispatch,,,
tutorialTomoSewiResponseValid,"concept: tutorialTomoSewiPortalDispatch, tutorialTomoSewi_PREV: false","objectiveSuccess: tutorialFollowTomoSewi, categoryActive: tutorialPreAnteFollow",,Comms informs you of an incoming communiqué and you promptly have it sent to your ready room. A particularly gruff Admiral instructs you to travel to [color=yellow]Ante[/color] to be briefed on your next mission once repairs and other activities at [color=yellow]Tomo Sewi Locus[/color] are completed.,Request docking access: tutorialTomoSewiDockCarry,,,,,tutorialTomoSewi_PREV: true
tutorialTomoSewiResponseInvalid,"concept: tutorialTomoSewiPortalDispatch, tutorialTomoSewi_PREV: true",,,,Request docking access: tutorialTomoSewiDockCarry,,,,,
tutorialTomoSewiResponsePlot,"concept: tutorialTomoSewiPortalDispatch, tutorialTomoSewi_PREV: true, tutorialAnte_PREV: false",,tutorialPreAnteMessage,,,,,,,
tutorialTomoSewiDockCarry,"concept: optionSelected, option: tutorialTomoSewiDockCarry",,stationDockingAccess,,,,,,,
,,,,,,,,,,
tutorialAnteMessageApproach,concept: tutorialAnteMessageApproach,,,"Ante was first discovered to be the ideal world by ancient pioneers. It had a near perfect circular orbit in the habitable zone of Suno, friendly ocean tides, a breathable atmosphere, a vast and complex alien ecoystem and an equatorial surface temperature at a near constant 21 degrees celcius. Ante was only recently settled following long-standing fears of upsetting its natural balance, conciliated with the building of extensive preservation infastructure. The sparse settlement thereafter was concentrated around the equator on fault plateaus, a result of the planets unique tectonics, which provide separation between settlers and the fauna and flora of the lowlands. Recently, it became home to the headquarters of the Provisional Executive.",,,,,,
tutorialAnteFollowingPortal,"concept: followingBody, type: PLANET, name: Ante, tutorial: true","openDialog: null, playMusic: ante.wav","defaultApproachMessage, tutorialAnteMessageApproach",,,,tutorialAntePortalDispatch,,,
tutorialAnteResponseValid,"concept: tutorialAntePortalDispatch, tutorialAnte_PREV: false","setImage: tutorial_spiriten.png, objectiveSuccess: tutorialFollowAnte, categoryActive: tutorialPrePeregrinationFollow",,"You gaze at a landscape view of Spiriten, an interstellar entity under the auspices of the Provisional Executive, and ad hoc capital city of humanity. It rests on a thousand square kilometers of fault plateau, inland at the most temperature stable region of the equator. You brace yourself for the meetings, the crushing gravity, and the hours of walking in crisp white ceremonial dress, all within the opulent capital city.",Lead an away team: tutorialAnteTrip,,,,,tutorialAnte_PREV: true
tutorialAnteResponseInvalid,"concept: tutorialAntePortalDispatch, tutorialAnte_PREV: true",,,,Leave:defaultLeave,,,,,
tutorialAnteResponsePlot,"concept: tutorialAntePortalDispatch, tutorialAnte_PREV: false, tutorialTomoSewi_PREV: false",,tutorialPreTomoSewiMessage,,Leave:defaultLeave,,,,,
#ante exploration council walk,,,,,,,,,,
tutorialAnteTrip,"concept: optionSelected, option: tutorialAnteTrip",playSoundEffect: landing.wav,,"The delegation from your starship plows through the clouds above Spiriten. You are accompanied by a marine fireteam as requested by your security officer. As the transport comes in to land, the parachute opens, and your skull is momentarily thrust downwards. The ship creaks, and then whistles. Ten seconds later, a jolt signifies a successful landing. The bays' inhabitants begin to unbuckle and check suit pressure seals. 

The duty officer wastes no time as the hatch opens. ""Go! Move! Make way for the seniors!"" he yells. ""Go!""",Exit the transport: tutorialAnteCouncilWalkA,,,,,
tutorialAnteCouncilWalkA,"concept: optionSelected, option: tutorialAnteCouncilWalkA",,,"Your descent down the boarding ramp brings the planet surface shock familiar to all spacers. You stumble forward as your ears' process a second of free air, as opposed to a month of noise in a pressurised vessel, and your bones struggle against the gravity. ""It's been a while,"" you say. Your first officer, Rui, agrees and checks his footing. He is of average height and fit and his upper quartile length black hair is bordering a dress code violation. He steadies himself for his final step off of the ramp, and touches down on Spiriten just before you do.",Walk: tutorialAnteCouncilWalkB,,,,,
tutorialAnteCouncilWalkB,"concept: optionSelected, option: tutorialAnteCouncilWalkB",playMusic: birds.wav,,"The spaceport is located at the furthest point south of the plateau, a long trek from headquarters. You are told by a cheery customs official that the walk would be 'far longer without the port's state of the art submersion launchpad system'. During the trek thereof, you pass the multi-story flag poles of Unity Pathway. The trek lasts for far longer.

Eventually, you find yourself at the city centre, next to the Provisional Assembly. Tall brick buildings with shale roofing surround you, Rui, and the two marines attached to your splinter delegation. In this part of the city, there are ridiculously clean parks, bazaars and public gardens. The Provisional Assembly itself sits in complete contrast with the bustling city - white and glowing, the building incorporates every form of architecture in a genuine blur. In one section of the canopy, Monarcian butterflies somehow blend seemlessly with Borell gables. It is unlike anything else around, and your path demands for you to brush past it.",Walk: tutorialAnteCouncilWalkC,,,,,
tutorialAnteCouncilWalkC,"concept: optionSelected, option: tutorialAnteCouncilWalkC",playMusic: birds.wav,,"You enter a more thickly populated section of walkway, and before you have time to react, you are being asked to sign a petition. ""$player_prefix, would you mind signing this? It's a petition to make small manufactured goods free. Submitted to the Assembly as a demand to the Authority,"" a young civilian girl quickly tells you, holding her clipboard outwards expectantly while smiling. Other members of the protest now come into view around the walkway, holding signs and clipboards.","Sign it: tutorialAnteCouncilWalkD, Don't sign it: tutorialAnteCouncilWalkD",,,,,
tutorialAnteCouncilWalkD,"concept: optionSelected, option: tutorialAnteCouncilWalkD",playMusic: birds.wav,,"You begin to open your mouth, but the girl disappears into the crowd before you can respond. She is ushered away by a man that is supposedly her supervisor. ""Thank you for your service,"" he yells over the noise before passing out of sight. Rui stares blankly. You close your mouth, shake your head, and continue walking.",Walk: tutorialAnteCouncilWalkE,,,,,
tutorialAnteCouncilWalkE,"concept: optionSelected, option: tutorialAnteCouncilWalkE",,,"The base of the Exploration Council is a short distance around the circumference of the Assembly. Unlike the representative body, the Council is styled like any other building under the city mandate, using bricks and shale. You enter through the open shutters on ground level, and are greeted by a large lobby suspending a low ceiling made of mirrors. Rui takes the initative by providing identification at the front desk, and you follow suit. You resign yourself to the fact that the Council lobby, with its brick walls, black floors, natural light and mirrors, will be your residence for a bureaucratic timeframe. ",Sit down: tutorialAnteChairWaitA,,,,,
#ante exploration council wait ,,,,,,,,,,
tutorialAnteChairWaitA,"concept: optionSelected, option: tutorialAnteChairWaitA",playMusic: office.wav,,"You sit down on a modular sofa in a secluded corner of the lobby for the long wait. Rui sits across from you as he attempts to remove a crease from his ceremonial jacket, and your marines stand nearby. A broadcast plays on a nearby wall mounted viewscreen. You note that unlike the Security Council or Space Authority, the Exploration Council always appeared to be busy. In the span of five minutes, several workers arrive to move various documents, at least a hundred persons walk with purpose into deeper parts of the building, and the front desk manages fifteen different queries with surprising efficiency. It is a bureaucracy built to manage a new age of discovery. Nontheless, you still have to wait. ","Listen to the broadcast: tutorialAnteChairWaitB, Tune out: tutorialAnteChairWaitE",,,,,
tutorialAnteChairWaitB,"concept: optionSelected, option: tutorialAnteChairWaitB",playMusic: office.wav,,"The broadcast is a news interview, hosted by an Executive-affiliated independent body. A lady is situated at the midpoint of the screen. “In other news, the polls for the upcoming election in the Karkesh Republic have been posted, and it appears to be shaping up as the most age divided election to date,” she says. “We have Daniel Paz - political analyst and professor from the University of Spiriten - here to discuss these predictions,” she pauses until an older man appears on the left side of the screen, “Daniel, what’s the key debate in this election, and why has it been so polarising?”","Continue: tutorialAnteChairWaitC, Tune out: tutorialAnteChairWaitE",,,,,
